musteri_id,yas,aylik_gelir_TL,calisma_suresi_yil,kredi_tutari_TL,kredi_vadesi_ay,kredi_gecmisi_ay,mevcut_borc_TL,aylik_gider_TL,ev_sahipligi,calisma_durumu,kredi_amaci,odeme_gecmisi,onceki_takip_sayisi,kredi_riski
M00675,61,30534.0,12.7,5000,36,525,,17523,Aile Yaninda,Yari Zamanli,Tuketici,Orta,0,Risksiz
M00676,56,74504.0,19.0,50253,24,433,33971.0,5000,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00677,47,75199.0,13.6,83605,48,317,7123.0,11522,Aile Yaninda,Tam Zamanli,Tatil,Iyi,0,Risksiz
M00678,37,35035.0,5.3,40531,60,250,23186.0,19502,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00679,29,55242.0,3.4,71770,36,73,46176.0,11703,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00680,53,74311.0,18.1,83406,36,303,30679.0,19627,Kira,Tam Zamanli,Tuketici,,0,Risksiz
M00681,40,38176.0,11.9,59724,72,176,41872.0,23454,Kira,Tam Zamanli,Tatil,Orta,0,Risksiz
M00682,33,41336.0,7.1,75114,36,209,61797.0,25700,Kira,Yari Zamanli,Arac,Orta,0,Riskli
M00683,48,34530.0,17.3,41118,36,273,48695.0,8191,Ev Sahibi,Serbest,Tatil,Iyi,1,Risksiz
M00684,49,26734.0,19.1,63802,36,368,31677.0,35573,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Risksiz
M00685,33,33313.0,4.0,88306,60,172,20802.0,24140,Aile Yaninda,Tam Zamanli,Ev,Orta,0,Riskli
M00686,55,22969.0,20.2,74709,48,285,0.0,17986,Ev Sahibi,Serbest,Arac,Iyi,0,Riskli
M00687,26,45614.0,5.3,52404,60,63,26969.0,26716,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00688,38,31140.0,11.0,76726,60,165,24132.0,36923,Kira,Issiz,Arac,Iyi,0,Riskli
M00689,25,49208.0,3.5,91438,36,65,37027.0,6490,Kira,Yari Zamanli,Tuketici,Iyi,0,Riskli
M00690,45,16994.0,12.2,8502,36,213,27230.0,16198,Kira,Tam Zamanli,Egitim,Orta,0,Riskli
M00691,22,50956.0,1.5,104772,60,25,24233.0,5000,Ev Sahibi,Tam Zamanli,Isletme,Orta,0,Risksiz
M00692,30,60004.0,7.6,59912,36,156,0.0,19541,Kira,Tam Zamanli,Arac,Iyi,1,Riskli
M00693,50,,18.4,82765,60,439,13081.0,20923,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00694,65,51733.0,39.9,105917,72,410,38580.0,17687,Kira,Tam Zamanli,Tuketici,Iyi,1,Riskli
M00695,25,67098.0,1.9,28850,48,61,60886.0,12764,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Riskli
M00696,53,23226.0,10.2,48717,48,212,28245.0,5000,Kira,Tam Zamanli,Tatil,Kotu,0,Riskli
M00697,21,75106.0,0.8,61344,60,34,35901.0,20988,Ev Sahibi,Tam Zamanli,Ev,Orta,0,Riskli
M00698,38,52542.0,14.1,46487,60,252,47145.0,29643,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00699,52,32310.0,11.9,122048,36,244,15404.0,13272,Aile Yaninda,Tam Zamanli,Arac,Orta,1,Riskli
M00700,31,43996.0,,44297,12,95,36603.0,21520,Kira,Tam Zamanli,Isletme,Orta,0,Risksiz
M00701,41,55050.0,6.5,53334,36,283,16671.0,5455,Ev Sahibi,Tam Zamanli,Arac,Orta,1,Riskli
M00702,46,46368.0,12.4,76132,48,306,45567.0,21658,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00703,45,54698.0,19.1,33936,36,172,32725.0,14853,Ev Sahibi,Yari Zamanli,Tuketici,Iyi,2,Riskli
M00704,42,28428.0,13.4,58130,48,264,35372.0,11901,Aile Yaninda,Tam Zamanli,Arac,Orta,0,Risksiz
M00705,47,48048.0,13.7,79524,36,246,15913.0,11917,Kira,Serbest,Tatil,Iyi,1,Riskli
M00706,33,19553.0,6.8,60014,48,134,42727.0,14851,Kira,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00707,53,42998.0,9.9,67198,24,426,67525.0,21059,Kira,Tam Zamanli,Tuketici,Orta,1,Riskli
M00708,54,28730.0,16.3,54120,48,450,11858.0,7503,Ev Sahibi,Tam Zamanli,Ev,Kotu,1,Riskli
M00709,61,31760.0,28.2,24566,36,396,23884.0,14823,Kira,Yari Zamanli,Arac,Iyi,0,Risksiz
M00710,55,67250.0,31.0,79648,24,502,34169.0,17668,Kira,Tam Zamanli,Arac,Kotu,0,Risksiz
M00711,21,64644.0,0.8,122648,36,28,44155.0,9208,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Risksiz
M00712,41,55964.0,6.6,70552,48,280,19928.0,32373,Ev Sahibi,Tam Zamanli,Tatil,Kotu,0,Riskli
M00713,26,25338.0,5.0,76758,36,79,0.0,11172,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00714,48,39305.0,21.6,90782,24,395,54465.0,12645,Ev Sahibi,Tam Zamanli,Arac,Iyi,1,Riskli
M00715,37,66836.0,13.1,31920,72,252,43689.0,10174,Ev Sahibi,Yari Zamanli,Tuketici,Orta,0,Risksiz
M00716,25,47551.0,2.9,121075,48,47,0.0,32388,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00717,51,86748.0,16.7,76070,72,445,19064.0,22423,Kira,Yari Zamanli,Arac,Iyi,1,Riskli
M00718,25,,2.4,118956,36,88,58227.0,10507,Ev Sahibi,Tam Zamanli,Ev,Kotu,0,Riskli
M00719,58,48457.0,12.9,48009,36,493,56060.0,26850,Ev Sahibi,Yari Zamanli,Tuketici,Iyi,0,Risksiz
M00720,23,39436.0,1.3,124542,60,38,46896.0,19606,Kira,Yari Zamanli,Tuketici,Orta,0,Riskli
M00721,43,47404.0,10.3,93255,36,311,26830.0,20058,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00722,57,42256.0,21.8,86591,48,499,31494.0,15244,Ev Sahibi,Yari Zamanli,Ev,Orta,0,Riskli
M00723,57,57746.0,27.7,77021,24,324,27643.0,12005,Aile Yaninda,Serbest,Arac,Orta,0,Riskli
M00724,30,62221.0,5.8,62544,36,163,50308.0,20702,Ev Sahibi,Tam Zamanli,Ev,Iyi,1,Riskli
M00725,30,30852.0,3.3,106016,24,77,14235.0,13639,Kira,Tam Zamanli,Tatil,Iyi,0,Riskli
M00726,39,21038.0,16.6,74211,24,151,15496.0,32534,Kira,Serbest,Tuketici,Orta,0,Riskli
M00727,37,15000.0,14.7,10988,12,196,48185.0,7846,Aile Yaninda,Tam Zamanli,Ev,Iyi,1,Riskli
M00728,41,54144.0,16.2,36484,12,244,29201.0,30289,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00729,34,25139.0,12.5,64425,72,179,54812.0,17109,Aile Yaninda,Serbest,Tatil,Orta,0,Riskli
M00730,29,15000.0,5.6,79300,24,67,17913.0,20393,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00731,21,51994.0,0.9,68302,48,41,29014.0,24665,Kira,Serbest,Isletme,Iyi,1,Riskli
M00732,65,89874.0,15.5,106569,60,299,13397.0,12958,Aile Yaninda,Serbest,Ev,Orta,0,Risksiz
M00733,33,44891.0,6.8,11467,36,107,,24914,Kira,Issiz,Isletme,Iyi,0,Risksiz
M00734,24,60093.0,1.7,74308,24,37,3386.0,5000,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Riskli
M00735,21,,0.4,15461,48,32,21223.0,12240,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00736,60,43220.0,15.4,92791,48,565,4147.0,10607,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00737,52,61543.0,21.6,67166,48,385,,7972,Ev Sahibi,Tam Zamanli,Isletme,Orta,3,Riskli
M00738,54,39775.0,26.1,82588,60,453,42899.0,16280,Ev Sahibi,Tam Zamanli,Egitim,Orta,0,Riskli
M00739,48,49813.0,18.1,44084,72,183,0.0,21086,Kira,Tam Zamanli,Tatil,Iyi,0,Risksiz
M00740,51,50791.0,12.0,108384,48,341,54010.0,23621,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00741,28,32974.0,6.3,101252,36,97,74953.0,19927,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00742,59,62857.0,26.6,87506,48,410,30828.0,12674,Kira,Tam Zamanli,Ev,Iyi,1,Risksiz
M00743,46,41851.0,13.9,66114,12,184,18460.0,20952,Kira,Yari Zamanli,Tuketici,Kotu,0,Riskli
M00744,54,31397.0,24.0,87396,60,413,80838.0,18994,Kira,Serbest,Egitim,Iyi,0,Riskli
M00745,23,54657.0,1.4,48793,24,50,6259.0,25488,Kira,Serbest,Egitim,Iyi,1,Riskli
M00746,32,28828.0,6.1,95667,36,170,30362.0,24215,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00747,21,45507.0,0.9,119484,60,30,33233.0,18244,Kira,Issiz,Egitim,Orta,1,Riskli
M00748,64,44836.0,20.9,102118,48,331,54213.0,10822,Kira,Serbest,Isletme,Orta,0,Riskli
M00749,25,64546.0,2.9,48112,36,78,36475.0,12776,Kira,Tam Zamanli,Tatil,Orta,0,Riskli
M00750,50,53545.0,25.0,80843,36,236,21025.0,13602,Aile Yaninda,Tam Zamanli,Isletme,Kotu,0,Riskli
M00751,50,44550.0,21.7,31206,60,415,12879.0,15478,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00752,37,59720.0,5.7,87172,36,207,23847.0,20144,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00753,43,70024.0,8.9,83518,60,181,11875.0,23721,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,1,Riskli
M00754,35,55041.0,4.6,13906,24,233,30861.0,17591,Ev Sahibi,Tam Zamanli,Tuketici,Orta,0,Risksiz
M00755,57,45186.0,25.1,35146,60,396,19844.0,18129,Ev Sahibi,Serbest,Tatil,Orta,0,Riskli
M00756,41,21387.0,11.9,61506,60,151,3107.0,19146,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Riskli
M00757,34,25828.0,,60974,24,176,52593.0,13873,Kira,Tam Zamanli,Tuketici,Orta,0,Risksiz
M00758,22,39506.0,1.7,33716,36,32,21042.0,10597,Ev Sahibi,Serbest,Tuketici,,0,Risksiz
M00759,31,34029.0,6.8,81669,24,162,7174.0,5000,Ev Sahibi,Tam Zamanli,Ev,Kotu,0,Riskli
M00760,59,41635.0,17.4,77544,48,514,26971.0,12439,Ev Sahibi,Issiz,Tuketici,Orta,0,Riskli
M00761,58,,22.8,64172,36,553,31231.0,21785,Ev Sahibi,Tam Zamanli,Arac,Orta,0,Risksiz
M00762,54,54534.0,24.1,47326,48,361,0.0,12377,Kira,Issiz,Arac,Iyi,0,Riskli
M00763,58,43731.0,13.1,101461,24,386,35970.0,16098,Ev Sahibi,Tam Zamanli,Tuketici,Orta,1,Riskli
M00764,54,,15.8,119662,24,433,11151.0,21731,Ev Sahibi,Tam Zamanli,Egitim,Kotu,0,Risksiz
M00765,38,46161.0,14.1,55493,12,141,60799.0,22166,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00766,50,15000.0,17.3,51635,36,332,39431.0,9364,Kira,Yari Zamanli,Arac,Orta,0,Riskli
M00767,35,28092.0,9.4,84736,36,176,22802.0,25976,Ev Sahibi,Serbest,Ev,Orta,0,Riskli
M00768,47,42406.0,15.1,59259,60,195,16587.0,27019,Aile Yaninda,Tam Zamanli,Egitim,Iyi,1,Risksiz
M00769,54,23225.0,11.1,65818,48,336,28111.0,8961,Ev Sahibi,Issiz,Ev,Orta,0,Risksiz
M00770,58,55799.0,15.2,92190,36,513,41030.0,11409,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00771,53,72554.0,18.7,12719,72,450,29541.0,27529,Kira,Yari Zamanli,Arac,Kotu,0,Riskli
M00772,44,66938.0,10.2,109549,48,177,26091.0,16825,Kira,Serbest,Egitim,Orta,0,Riskli
M00773,35,41158.0,4.9,72180,60,114,31051.0,5000,Kira,Tam Zamanli,Ev,Iyi,0,Risksiz
M00774,50,71833.0,24.2,57655,36,259,19131.0,6803,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00775,62,47676.0,37.3,67323,24,572,23822.0,16005,Kira,Serbest,Tuketici,Orta,1,Risksiz
M00776,37,38932.0,13.2,68873,12,134,0.0,8696,Kira,Serbest,Ev,Iyi,1,Risksiz
M00777,25,33959.0,4.1,18064,48,82,47527.0,14693,Ev Sahibi,Issiz,Tuketici,Iyi,1,Riskli
M00778,49,39556.0,12.9,114848,24,211,35378.0,18259,Ev Sahibi,Serbest,Isletme,Iyi,0,Riskli
M00779,24,38013.0,3.5,71240,36,66,16078.0,29698,Kira,Tam Zamanli,Tuketici,Iyi,1,Riskli
M00780,30,48067.0,4.2,83290,36,106,64177.0,15676,Kira,Serbest,Tuketici,Iyi,1,Riskli
M00781,37,47890.0,14.8,98546,48,234,31566.0,26580,Kira,Tam Zamanli,Ev,Orta,0,Riskli
M00782,30,45055.0,9.0,39365,48,94,11349.0,29430,Ev Sahibi,Issiz,Arac,Kotu,0,Riskli
M00783,37,52865.0,12.4,84204,24,211,45421.0,29474,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00784,40,66432.0,17.8,61971,36,173,37165.0,20278,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00785,44,62092.0,15.4,95403,48,304,37102.0,5000,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00786,25,18272.0,2.3,6183,72,91,22336.0,21687,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00787,54,15000.0,19.1,67027,48,253,38109.0,26387,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00788,26,61818.0,3.9,51915,60,103,25288.0,17351,Kira,Serbest,Ev,Orta,0,Risksiz
M00789,22,20396.0,0.7,82968,60,43,40007.0,31957,Kira,Serbest,Tuketici,Kotu,0,Riskli
M00790,33,40954.0,8.8,84101,48,105,0.0,24879,Ev Sahibi,Tam Zamanli,Tuketici,Orta,0,Riskli
M00791,63,23938.0,38.2,48771,24,424,22190.0,22546,Ev Sahibi,Serbest,Egitim,Kotu,0,Risksiz
M00792,63,15000.0,17.8,48635,48,328,60999.0,26691,Kira,Yari Zamanli,Tuketici,Orta,0,Riskli
M00793,31,54746.0,8.5,66680,48,151,16193.0,20667,Ev Sahibi,Tam Zamanli,Arac,Iyi,1,Risksiz
M00794,43,58665.0,19.4,43101,48,302,19131.0,5000,Kira,Tam Zamanli,Arac,Iyi,1,Risksiz
M00795,36,34623.0,13.9,95260,36,123,,14007,Kira,Serbest,Tuketici,Iyi,1,Riskli
M00796,51,15000.0,27.2,58924,36,332,8133.0,27577,Kira,Yari Zamanli,Tuketici,Iyi,1,Riskli
M00797,31,35168.0,6.7,5000,36,163,0.0,11539,Ev Sahibi,Tam Zamanli,Egitim,,1,Risksiz
M00798,36,52052.0,14.2,58755,36,243,25849.0,16212,Kira,Tam Zamanli,Ev,Iyi,1,Riskli
M00799,28,18380.0,6.0,38844,24,101,32445.0,9641,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00800,24,48300.0,1.6,21062,60,82,29055.0,32271,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00801,60,44724.0,23.4,32877,24,432,27392.0,31452,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00802,24,55427.0,2.9,73282,24,55,30775.0,10929,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00803,45,47152.0,11.2,109859,36,345,48411.0,19178,Kira,Yari Zamanli,Isletme,Iyi,1,Riskli
M00804,23,27485.0,2.1,79396,48,50,26572.0,12556,Kira,Serbest,Tuketici,Iyi,0,Riskli
M00805,52,66538.0,22.4,51805,36,332,19667.0,22920,Ev Sahibi,Tam Zamanli,Arac,Orta,0,Riskli
M00806,23,42146.0,1.2,83677,36,50,24940.0,22077,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00807,47,44509.0,17.3,56227,36,370,40428.0,24494,Ev Sahibi,Yari Zamanli,Arac,Orta,0,Risksiz
M00808,49,28201.0,22.1,49162,36,392,55416.0,20655,Ev Sahibi,Serbest,Ev,Kotu,0,Riskli
M00809,52,37021.0,19.2,35369,60,314,18693.0,41483,Kira,Serbest,Ev,Kotu,0,Riskli
M00810,39,29074.0,5.8,17445,60,182,31781.0,9777,Ev Sahibi,Serbest,Arac,Kotu,0,Riskli
M00811,41,41887.0,6.4,58302,36,229,36090.0,5000,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Risksiz
M00812,25,75811.0,2.6,74742,36,74,12134.0,14855,Kira,Serbest,Arac,Iyi,0,Riskli
M00813,38,20306.0,15.4,67101,48,158,30368.0,5456,Aile Yaninda,Tam Zamanli,Arac,Iyi,0,Risksiz
M00814,48,15956.0,12.2,57521,12,371,3618.0,6060,Kira,Tam Zamanli,Isletme,Iyi,1,Riskli
M00815,62,71481.0,28.6,41628,36,435,0.0,9989,Aile Yaninda,Tam Zamanli,Ev,Kotu,0,Risksiz
M00816,42,41232.0,9.5,88247,36,208,36601.0,10622,Aile Yaninda,Tam Zamanli,Tuketici,Orta,0,Riskli
M00817,41,32957.0,10.4,30486,60,158,23090.0,10363,Ev Sahibi,Issiz,Arac,Iyi,0,Riskli
M00818,26,63718.0,4.9,93281,12,63,33641.0,22146,Aile Yaninda,Serbest,Ev,Iyi,0,Risksiz
M00819,21,34099.0,0.7,39933,36,41,29678.0,13950,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Risksiz
M00820,25,77868.0,1.8,47427,48,59,12425.0,16564,Kira,Tam Zamanli,Ev,Orta,0,Risksiz
M00821,61,57203.0,22.8,25996,36,316,29185.0,25154,Kira,Tam Zamanli,Tatil,Orta,0,Risksiz
M00822,32,36218.0,3.8,54958,24,136,7804.0,11869,Kira,Tam Zamanli,Arac,Orta,0,Riskli
M00823,46,83832.0,,99259,72,237,55038.0,15884,Kira,Tam Zamanli,Ev,,0,Riskli
M00824,54,34097.0,23.7,85469,36,226,5593.0,20926,Ev Sahibi,Serbest,Ev,Iyi,1,Riskli
M00825,34,58358.0,5.2,99353,48,137,26476.0,5000,Kira,Issiz,Ev,Iyi,0,Risksiz
M00826,46,50387.0,12.3,85664,24,290,11239.0,5000,Kira,Yari Zamanli,Ev,Iyi,2,Risksiz
M00827,65,68431.0,24.2,36890,36,489,40268.0,20769,Ev Sahibi,Serbest,Tuketici,Iyi,0,Risksiz
M00828,47,73107.0,23.0,60076,36,257,24034.0,21936,Aile Yaninda,Tam Zamanli,Egitim,Kotu,0,Riskli
M00829,29,45576.0,8.1,46594,12,105,20664.0,34514,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00830,46,31438.0,8.5,109917,24,384,45358.0,19265,Kira,Tam Zamanli,Arac,Orta,0,Risksiz
M00831,42,53279.0,16.6,34096,60,216,30530.0,24558,Kira,Tam Zamanli,Isletme,Iyi,0,Riskli
M00832,50,32801.0,15.7,96811,24,258,39300.0,16436,Ev Sahibi,Serbest,Isletme,,0,Risksiz
M00833,63,81241.0,23.0,96789,24,358,12336.0,20378,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00834,37,47458.0,12.8,124889,36,184,4713.0,31338,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00835,46,38424.0,22.1,57709,60,338,31930.0,5000,Kira,Tam Zamanli,Arac,,0,Riskli
M00836,56,48324.0,31.3,91370,12,291,24261.0,21309,Kira,Issiz,Arac,Iyi,0,Risksiz
M00837,21,20752.0,0.6,138450,48,35,41276.0,35085,Aile Yaninda,Tam Zamanli,Tatil,Orta,0,Riskli
M00838,28,27511.0,4.1,51471,24,62,28562.0,20256,Kira,Serbest,Tuketici,Orta,0,Riskli
M00839,55,66607.0,27.0,23949,12,346,33691.0,31205,Kira,Serbest,Egitim,Iyi,0,Risksiz
M00840,35,33176.0,6.8,13600,12,208,779.0,12966,Kira,Tam Zamanli,Arac,Orta,1,Riskli
M00841,42,26156.0,14.0,91381,60,209,63992.0,17744,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Riskli
M00842,34,54660.0,7.2,13505,24,168,27044.0,18268,Ev Sahibi,Serbest,Tuketici,Orta,1,Riskli
M00843,46,66343.0,18.0,58830,12,214,42557.0,5000,Kira,Tam Zamanli,Egitim,Orta,1,Risksiz
M00844,48,57941.0,12.4,83119,36,358,14950.0,8655,Kira,Issiz,Tuketici,Kotu,0,Risksiz
M00845,43,62929.0,9.5,75555,60,160,35544.0,9225,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00846,34,31378.0,11.9,82763,36,205,6549.0,24577,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Riskli
M00847,44,19407.0,8.7,76669,36,197,38137.0,24977,Ev Sahibi,Serbest,Arac,Iyi,0,Riskli
M00848,22,72024.0,1.2,108366,12,52,23592.0,20592,Ev Sahibi,Serbest,Arac,Iyi,1,Riskli
M00849,65,39192.0,19.5,41431,36,415,30525.0,24593,Ev Sahibi,Issiz,Ev,Orta,0,Riskli
M00850,46,40485.0,8.4,49690,48,330,42564.0,16687,Kira,Yari Zamanli,Tuketici,Kotu,1,Riskli
M00851,34,,4.5,46820,48,137,7814.0,27615,Kira,Issiz,Arac,Iyi,0,Risksiz
M00852,27,55012.0,2.8,94906,36,119,17679.0,18070,Kira,Serbest,Tatil,Iyi,0,Riskli
M00853,23,53206.0,,97012,36,35,38232.0,18463,Kira,Serbest,Ev,Iyi,1,Risksiz
M00854,43,83970.0,10.8,83537,24,186,67768.0,15875,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00855,63,33417.0,37.4,105505,36,447,27515.0,23476,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,1,Riskli
M00856,65,61701.0,29.2,34659,24,313,40640.0,14630,Ev Sahibi,Issiz,Tatil,Iyi,0,Riskli
M00857,38,46026.0,10.1,120017,60,151,28075.0,25811,Aile Yaninda,Tam Zamanli,Isletme,Orta,0,Riskli
M00858,58,49835.0,24.6,115697,72,542,64960.0,8943,Kira,Tam Zamanli,Isletme,Iyi,0,Riskli
M00859,55,72512.0,21.4,92069,72,511,0.0,9209,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00860,35,54141.0,11.3,123454,60,153,31703.0,23499,Ev Sahibi,Tam Zamanli,Arac,Orta,1,Riskli
M00861,45,54689.0,11.7,20301,48,361,740.0,17292,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00862,57,64305.0,18.9,54267,48,404,0.0,14369,Kira,Tam Zamanli,Isletme,Orta,0,Riskli
M00863,48,38431.0,23.4,47941,36,245,35354.0,25120,Kira,Serbest,Tuketici,Orta,0,Risksiz
M00864,30,29894.0,8.7,91644,48,139,32511.0,13142,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00865,59,26193.0,32.6,38496,36,462,24873.0,16398,Kira,Tam Zamanli,Tuketici,Iyi,1,Risksiz
M00866,37,15000.0,9.4,92725,36,264,28089.0,29194,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Riskli
M00867,59,82012.0,30.0,111116,48,333,85769.0,30313,Kira,Tam Zamanli,Tatil,Orta,0,Risksiz
M00868,42,25142.0,12.9,90856,36,273,25353.0,30579,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00869,46,41017.0,15.6,78513,36,180,39182.0,15743,Ev Sahibi,Yari Zamanli,Tuketici,Iyi,0,Riskli
M00870,64,40017.0,18.6,40364,60,318,18311.0,27846,Ev Sahibi,Tam Zamanli,Ev,Iyi,1,Riskli
M00871,45,50533.0,16.4,44594,12,163,35314.0,10408,Kira,Serbest,Arac,Iyi,1,Riskli
M00872,37,59683.0,7.0,107489,36,266,25712.0,10745,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Riskli
M00873,33,60489.0,6.5,93380,60,186,22611.0,5000,Kira,Tam Zamanli,Arac,Orta,0,Risksiz
M00874,40,34505.0,16.3,68829,48,270,62740.0,31383,Kira,Tam Zamanli,Isletme,Iyi,0,Risksiz
M00875,45,41992.0,10.6,57463,36,272,51189.0,11088,Kira,Tam Zamanli,Ev,Iyi,1,Riskli
M00876,24,50086.0,1.4,9226,24,50,32461.0,16988,Ev Sahibi,Serbest,Arac,Orta,0,Riskli
M00877,30,40524.0,3.4,37874,36,87,0.0,10717,Aile Yaninda,Serbest,Arac,Iyi,1,Riskli
M00878,23,73932.0,2.6,127343,60,41,23502.0,23561,Kira,Tam Zamanli,Tatil,Orta,1,Riskli
M00879,61,53838.0,24.8,31586,36,387,78654.0,14995,Ev Sahibi,Tam Zamanli,Egitim,Orta,0,Risksiz
M00880,65,58228.0,,75684,36,566,25848.0,7561,Kira,Tam Zamanli,Arac,Iyi,1,Riskli
M00881,38,56932.0,14.2,100223,24,206,49858.0,21533,Ev Sahibi,Tam Zamanli,Ev,Orta,1,Risksiz
M00882,56,66123.0,28.9,32352,12,252,55955.0,6530,Kira,Issiz,Arac,Orta,1,Risksiz
M00883,42,48258.0,11.0,75541,72,147,33941.0,11301,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00884,54,21657.0,24.3,98137,36,245,14847.0,5000,Ev Sahibi,Yari Zamanli,Arac,Iyi,1,Riskli
M00885,28,52194.0,6.1,70375,48,93,0.0,6608,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Risksiz
M00886,60,33276.0,27.7,156052,12,566,42315.0,19428,Kira,Tam Zamanli,Egitim,Kotu,1,Riskli
M00887,64,35485.0,17.2,19942,48,511,15334.0,5000,Kira,Tam Zamanli,Ev,Orta,1,Risksiz
M00888,39,55555.0,15.7,101762,60,261,33171.0,6151,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00889,62,67289.0,26.2,64816,48,428,7503.0,17981,Kira,Serbest,Arac,Orta,0,Risksiz
M00890,61,45383.0,19.2,93158,24,382,25226.0,13651,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00891,57,50559.0,20.5,83239,48,268,30607.0,33936,Aile Yaninda,Yari Zamanli,Arac,Orta,0,Riskli
M00892,26,75640.0,1.9,48005,60,104,34835.0,32671,Kira,Tam Zamanli,Tatil,,0,Risksiz
M00893,46,49334.0,9.8,76870,36,343,9933.0,11057,Kira,Issiz,Tuketici,Iyi,0,Riskli
M00894,54,91830.0,25.8,14263,60,264,51544.0,22457,Ev Sahibi,Tam Zamanli,Isletme,Orta,0,Risksiz
M00895,65,55179.0,13.5,88097,48,475,19256.0,23994,Kira,Serbest,Arac,Orta,0,Riskli
M00896,26,15000.0,3.3,78945,60,79,0.0,13220,Ev Sahibi,Serbest,Arac,Orta,1,Riskli
M00897,57,58560.0,22.7,89160,48,429,28038.0,6036,Kira,Issiz,Egitim,Iyi,0,Risksiz
M00898,53,51861.0,11.0,101744,24,475,30619.0,17902,Ev Sahibi,Tam Zamanli,Isletme,Orta,1,Risksiz
M00899,42,68216.0,19.4,81029,36,255,32891.0,16617,Ev Sahibi,Yari Zamanli,Isletme,Kotu,1,Riskli
M00900,41,57117.0,9.1,74443,24,237,54518.0,14514,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Risksiz
M00901,26,42508.0,2.9,43568,60,51,,21539,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Riskli
M00902,26,22963.0,2.9,48633,60,52,27847.0,11994,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
